event_id,origin_time,latitude,longitude,depth_km,magnitude,magnitude_type,event_type,event_region,arrivals_count,s_pick_time,s_pick_station,s_pick_network,s_pick_channel,s_pick_phase,s_pick_method,s_pick_time_uncertainty,p_pick_time,p_pick_station,p_pick_network,p_pick_channel,p_pick_phase,p_pick_method,p_pick_time_uncertainty,p_s_interval_sec
gfz2023zcsn,2023-12-24T06:00:54.660000Z,-8.063,117.779,21.3,4.73,mb,,"Sumbawa Region, Indonesia",40,2023-12-24T06:01:21.820000Z,PLAI,GE,BHN,s,,,2023-12-24T06:01:10.200000Z,PLAI,GE,BHZ,p,,,11.62
gfz2023ykoi,2023-12-14T07:27:20.720000Z,-7.07,106.22,78.0,4.73,mb,,"Java, Indonesia",98,2023-12-14T07:28:02.210000Z,BBJI,GE,BHZ,s,,,2023-12-14T07:27:42.720000Z,BBJI,GE,BHZ,p,,,19.49
gfz2023xgoy,2023-11-27T21:41:38.130000Z,2.46,128.529,218.1,4.32,mb,,"Halmahera, Indonesia",31,2023-11-27T21:42:50.290000Z,TNTI,GE,BHN,s,,,2023-11-27T21:42:19.320000Z,TNTI,GE,BHZ,p,,,30.97
gfz2023szzv,2023-09-28T09:05:40.750000Z,-2.721,126.626,10.0,5.02,mb,,Ceram Sea,70,2023-09-28T09:07:15.310000Z,TNTI,GE,BHE,s,,,2023-09-28T09:06:35.600000Z,TNTI,GE,BHZ,p,,,39.71
gfz2023smvl,2023-09-21T04:07:13.480000Z,0.94,98.23,48.0,4.75,mb,,"Northern Sumatra, Indonesia",42,2023-09-21T04:07:40.200000Z,GSI,GE,BHE,s,,,2023-09-21T04:07:27.730000Z,GSI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,12.47
gfz2023sjso,2023-09-19T11:14:32.660000Z,-8.669,118.411,126.7,4.4,mb,,"Sumbawa Region, Indonesia",33,2023-09-19T11:15:06.620000Z,PLAI,GE,BHZ,s,,,2023-09-19T11:14:52.490000Z,PLAI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,14.13
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:57:33.340000Z,PLAI,GE,BHN,s,,,2023-08-28T19:56:39.830000Z,PLAI,GE,BHZ,p,,,53.51
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:57:38.970000Z,JAGI,GE,BHN,s,,,2023-08-28T19:56:43.330000Z,JAGI,GE,BHZ,p,,,55.64
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:58:27.670000Z,BKB,GE,BHN,s,,,2023-08-28T19:57:09.980000Z,BKB,GE,BHZ,p,,,77.69
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:58:32.600000Z,SMRI,GE,BHE,s,,,2023-08-28T19:57:12.020000Z,SMRI,GE,BHZ,p,,,80.58
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:59:22.730000Z,TOLI2,GE,BHN,s,,,2023-08-28T19:57:39.100000Z,TOLI2,GE,BHZ,p,,,103.63
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T19:59:52.820000Z,SANI,GE,BHN,s,,,2023-08-28T19:57:55.750000Z,SANI,GE,BHZ,p,,,117.07
gfz2023qwer,2023-08-28T19:55:31.750000Z,-6.935,116.588,514.4,7.03,Mw,,Bali Sea,747,2023-08-28T20:00:45.150000Z,TNTI,GE,BHE,s,,,2023-08-28T19:58:23.340000Z,TNTI,GE,BHZ,p,,,141.81
gfz2023phwg,2023-08-06T18:14:24.570000Z,-8.421,116.813,13.5,4.7,mb,,"Sumbawa Region, Indonesia",30,2023-08-06T18:14:59.320000Z,PLAI,GE,BHN,s,,,2023-08-06T18:14:44.440000Z,PLAI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,14.88
