event_id,origin_time,latitude,longitude,depth_km,magnitude,magnitude_type,event_type,event_region,arrivals_count,s_pick_time,s_pick_station,s_pick_network,s_pick_channel,s_pick_phase,s_pick_method,s_pick_time_uncertainty,p_pick_time,p_pick_station,p_pick_network,p_pick_channel,p_pick_phase,p_pick_method,p_pick_time_uncertainty,p_s_interval_sec
gfz2023kcmg,2023-05-24T15:49:35.390000Z,-7.017,129.452,165.0,6.11,Mw,,Banda Sea,240,2023-05-24T15:50:52.030000Z,BNDI,GE,BHE,s,,,2023-05-24T15:50:18.880000Z,BNDI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,33.15
gfz2023kcmg,2023-05-24T15:49:35.390000Z,-7.017,129.452,165.0,6.11,Mw,,Banda Sea,240,2023-05-24T15:52:11.350000Z,SANI,GE,BHN,s,,,2023-05-24T15:51:05.350000Z,SANI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,66.0
gfz2023kcmg,2023-05-24T15:49:35.390000Z,-7.017,129.452,165.0,6.11,Mw,,Banda Sea,240,2023-05-24T15:53:25.190000Z,LUWI,GE,BHN,s,,,,,,,,,,
gfz2023jjmg,2023-05-14T06:13:52.760000Z,-7.224,124.627,551.5,5.11,Mw,,Banda Sea,139,2023-05-14T06:16:03.480000Z,SOEI,GE,BHN,s,,,2023-05-14T06:15:05.870000Z,SOEI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,57.61
gfz2023jjmg,2023-05-14T06:13:52.760000Z,-7.224,124.627,551.5,5.11,Mw,,Banda Sea,139,2023-05-14T06:16:04.120000Z,MMRI,GE,BHN,s,,,2023-05-14T06:15:06.080000Z,MMRI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,58.04
gfz2023jjmg,2023-05-14T06:13:52.760000Z,-7.224,124.627,551.5,5.11,Mw,,Banda Sea,139,2023-05-14T06:16:51.340000Z,BNDI,GE,BHN,s,,,2023-05-14T06:15:30.490000Z,BNDI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,80.85
gfz2023gnmu,2023-04-03T18:26:46.260000Z,-8.985,115.69,90.2,4.54,mb,,"Bali Region, Indonesia",70,2023-04-03T18:27:33.000000Z,JAGI,GE,BHN,s,,,2023-04-03T18:27:13.470000Z,JAGI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,19.53
gfz2023gnmu,2023-04-03T18:26:46.260000Z,-8.985,115.69,90.2,4.54,mb,,"Bali Region, Indonesia",70,2023-04-03T18:27:46.440000Z,PLAI,GE,BHE,s,,,2023-04-03T18:27:20.830000Z,PLAI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,25.61
gfz2023frsp,2023-03-22T20:23:45.220000Z,-8.857,123.173,100.6,4.73,Mw,,"Flores Region, Indonesia",124,2023-03-22T20:24:20.610000Z,MMRI,GE,BHE,s,,,2023-03-22T20:24:05.960000Z,MMRI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,14.65
gfz2023fhyr,2023-03-17T12:05:29.190000Z,-8.908,109.774,58.1,5.18,mb,,"Java, Indonesia",126,2023-03-17T12:06:37.700000Z,BBJI,GE,BHE,s,,,2023-03-17T12:06:06.770000Z,BBJI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,30.93
gfz2023dips,2023-02-17T09:37:36.110000Z,-6.536,131.955,46.5,6.09,Mw,,"Tanimbar Islands Region, Indonesia",238,2023-02-17T09:38:54.950000Z,BNDI,GE,BHE,s,,,2023-02-17T09:38:21.640000Z,BNDI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,33.31
gfz2023dips,2023-02-17T09:37:36.110000Z,-6.536,131.955,46.5,6.09,Mw,,"Tanimbar Islands Region, Indonesia",238,2023-02-17T09:39:08.100000Z,FAKI,GE,BHE,s,,,2023-02-17T09:38:28.940000Z,FAKI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,39.16
gfz2023acqq,2023-01-02T10:40:01.730000Z,5.324,96.924,18.2,4.89,mb,,"Northern Sumatra, Indonesia",61,2023-01-02T10:40:09.120000Z,LHMI,GE,BHN,s,,,2023-01-02T10:40:05.760000Z,LHMI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,3.36
