event_id,origin_time,latitude,longitude,depth_km,magnitude,magnitude_type,event_type,event_region,arrivals_count,s_pick_time,s_pick_station,s_pick_network,s_pick_channel,s_pick_phase,s_pick_method,s_pick_time_uncertainty,p_pick_time,p_pick_station,p_pick_network,p_pick_channel,p_pick_phase,p_pick_method,p_pick_time_uncertainty,p_s_interval_sec
gfz2024wupd,2024-11-20T08:09:01.110000Z,-7.475,120.0,442.9,4.47,mb,,Flores Sea,32,2024-11-20T08:10:57.460000Z,PLAI,GE,BHN,s,,,2024-11-20T08:10:06.550000Z,PLAI,GE,BHZ,p,,,50.91
gfz2024wupd,2024-11-20T08:09:01.110000Z,-7.475,120.0,442.9,4.47,mb,,Flores Sea,32,2024-11-20T08:11:46.930000Z,JAGI,GE,BHN,s,,,2024-11-20T08:10:35.120000Z,JAGI,GE,BHZ,p,,,71.81
gfz2024wupd,2024-11-20T08:09:01.110000Z,-7.475,120.0,442.9,4.47,mb,,Flores Sea,32,2024-11-20T08:13:54.080000Z,BBJI,GE,BHN,s,,,2024-11-20T08:11:43.750000Z,BBJI,GE,BHZ,p,,,130.33
gfz2024vdim,2024-10-27T15:56:28.310000Z,5.512,126.478,49.7,4.7,mb,,"Mindanao, Philippines",40,2024-10-27T15:59:31.260000Z,TOLI2,GE,BHE,s,,,2024-10-27T15:58:09.330000Z,TOLI2,GE,BHZ,p,,,81.93
gfz2024urkq,2024-10-21T03:24:18.260000Z,-1.091,127.338,18.6,5.79,Mw,,"Halmahera, Indonesia",135,2024-10-21T03:26:16.050000Z,BNDI,GE,BHZ,s,,,2024-10-21T03:25:21.580000Z,BNDI,GE,BHZ,p,,,54.47
gfz2024uowt,2024-10-19T18:07:13.680000Z,0.5,119.932,60.4,5.07,Mw,,"Minahassa Peninsula, Sulawesi",152,2024-10-19T18:07:46.420000Z,TOLI2,GE,BHN,s,,,2024-10-19T18:07:32.260000Z,TOLI2,GE,BHZ,p,,,14.16
gfz2024uowt,2024-10-19T18:07:13.680000Z,0.5,119.932,60.4,5.07,Mw,,"Minahassa Peninsula, Sulawesi",152,2024-10-19T18:08:43.010000Z,BKB,GE,BHN,s,,,2024-10-19T18:08:04.540000Z,BKB,GE,BHZ,p,,,38.47
gfz2024uowt,2024-10-19T18:07:13.680000Z,0.5,119.932,60.4,5.07,Mw,,"Minahassa Peninsula, Sulawesi",152,2024-10-19T18:08:41.380000Z,LUWI,GE,BHZ,s,,,2024-10-19T18:08:03.770000Z,LUWI,GE,BHZ,p,,,37.61
gfz2024ular,2024-10-17T15:32:58.450000Z,4.942,125.352,190.9,4.42,mb,,"Talaud Islands, Indonesia",43,2024-10-17T15:35:00.150000Z,TNTI,GE,BHE,s,,,2024-10-17T15:34:07.520000Z,TNTI,GE,BHZ,p,,,52.63
gfz2024tutg,2024-10-08T17:37:43.660000Z,-6.714,130.528,86.7,4.49,mb,,Banda Sea,50,2024-10-08T17:39:30.000000Z,FAKI,GE,BHE,s,,,2024-10-08T17:38:45.010000Z,FAKI,GE,BHZ,p,,,44.99
gfz2024tufl,2024-10-08T10:38:43.490000Z,-5.823,107.349,306.6,4.87,mb,,"Java, Indonesia",94,2024-10-08T10:40:02.120000Z,BBJI,GE,BHN,s,,,2024-10-08T10:39:27.120000Z,BBJI,GE,BHZ,p,,,35.0
gfz2024tufl,2024-10-08T10:38:43.490000Z,-5.823,107.349,306.6,4.87,mb,,"Java, Indonesia",94,2024-10-08T10:40:54.370000Z,MNAI,GE,BHE,s,,,2024-10-08T10:39:59.220000Z,MNAI,GE,BHZ,p,,,55.15
gfz2024stnc,2024-09-23T19:51:03.080000Z,-0.045,122.835,149.4,6.02,Mw,,"Minahassa Peninsula, Sulawesi",435,2024-09-23T19:51:44.800000Z,LUWI,GE,BHN,s,,,2024-09-23T19:51:28.040000Z,LUWI,GE,BHZ,p,,,16.76
gfz2024stnc,2024-09-23T19:51:03.080000Z,-0.045,122.835,149.4,6.02,Mw,,"Minahassa Peninsula, Sulawesi",435,2024-09-23T19:52:14.780000Z,TOLI2,GE,BHN,s,,,2024-09-23T19:51:44.290000Z,TOLI2,GE,BHZ,p,,,30.49
gfz2024ruak,2024-09-09T21:01:32.410000Z,4.407,126.723,73.2,5.38,mb,,"Talaud Islands, Indonesia",192,2024-09-09T21:04:24.030000Z,TOLI2,GE,BHZ,s,,,2024-09-09T21:03:09.250000Z,TOLI2,GE,BHZ,p,,,74.78
gfz2024quvs,2024-08-27T02:15:20.290000Z,-7.18,129.597,93.1,5.88,Mw,,Banda Sea,184,2024-08-27T02:16:35.290000Z,BNDI,GE,BHN,s,,,2024-08-27T02:16:02.560000Z,BNDI,GE,BHZ,p,,,32.73
gfz2024quvs,2024-08-27T02:15:20.290000Z,-7.18,129.597,93.1,5.88,Mw,,Banda Sea,184,2024-08-27T02:17:28.410000Z,FAKI,GE,BHE,s,,,2024-08-27T02:16:32.260000Z,FAKI,GE,BHZ,p,,,56.15
gfz2024quvs,2024-08-27T02:15:20.290000Z,-7.18,129.597,93.1,5.88,Mw,,Banda Sea,184,2024-08-27T02:17:51.680000Z,SOEI,GE,BHN,s,,,2024-08-27T02:16:44.760000Z,SOEI,GE,BHZ,p,,,66.92
gfz2024qrxn,2024-08-25T11:45:54.220000Z,1.696,127.237,119.2,4.38,mb,,"Halmahera, Indonesia",39,2024-08-25T11:46:33.090000Z,TNTI,GE,BHZ,s,,,2024-08-25T11:46:14.900000Z,TNTI,GE,BHZ,p,,,18.19
gfz2024qram,2024-08-25T00:08:00.070000Z,-7.149,129.689,137.1,4.74,mb,,Banda Sea,56,2024-08-25T00:10:32.360000Z,SOEI,GE,BHZ,s,,,2024-08-25T00:09:26.970000Z,SOEI,GE,BHZ,p,,,65.39
gfz2024qmwb,2024-08-22T17:21:14.420000Z,5.916,126.825,126.7,5.21,mb,,"Mindanao, Philippines",195,2024-08-22T17:24:25.880000Z,TOLI2,GE,BHZ,s,,,2024-08-22T17:23:02.780000Z,TOLI2,GE,BHZ,p,,,83.1
gfz2024nomt,2024-07-11T22:18:15.000000Z,-7.407,105.152,43.8,4.94,mb,,"Java, Indonesia",82,2024-07-11T22:19:20.740000Z,BBJI,GE,BHN,s,,,2024-07-11T22:18:52.370000Z,BBJI,GE,BHZ,p,,,28.37
