event_id,origin_time,latitude,longitude,depth_km,magnitude,magnitude_type,event_type,event_region,arrivals_count,s_pick_time,s_pick_station,s_pick_network,s_pick_channel,s_pick_phase,s_pick_method,s_pick_time_uncertainty,p_pick_time,p_pick_station,p_pick_network,p_pick_channel,p_pick_phase,p_pick_method,p_pick_time_uncertainty,p_s_interval_sec
gfz2013goiq,2013-04-04T05:29:08.460000Z,-4.246,102.376,52.8,5.25,mb,,"Southern Sumatra, Indonesia",151,2013-04-04T05:29:31.360000Z,MNAI,GE,BHZ,s,,,2013-04-04T05:29:21.010000Z,MNAI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,10.35
gfz2013glkx,2013-04-02T15:13:41.600000Z,-7.452,128.538,157.4,5.46,mb,,Banda Sea,178,2013-04-02T15:14:59.240000Z,SAUI,GE,BHZ,s,,,2013-04-02T15:14:26.360000Z,SAUI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,32.88
gfz2013ghxx,2013-03-31T17:14:04.630000Z,-0.032,123.658,139.0,4.52,mb,,"Minahassa Peninsula, Sulawesi",36,2013-03-31T17:14:51.150000Z,LUWI,GE,BHE,s,,,2013-03-31T17:14:30.710000Z,LUWI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,20.44
gfz2013ghxx,2013-03-31T17:14:04.630000Z,-0.032,123.658,139.0,4.52,mb,,"Minahassa Peninsula, Sulawesi",36,2013-03-31T17:15:28.930000Z,TOLI2,GE,BHE,s,,,2013-03-31T17:14:53.410000Z,TOLI2,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,35.52
gfz2013fqap,2013-03-21T22:09:26.280000Z,-0.823,123.889,10.0,4.28,MLv,,"Minahassa Peninsula, Sulawesi",36,2013-03-21T22:10:02.790000Z,LUWI,GE,BHN,s,,,2013-03-21T22:09:47.280000Z,LUWI,GE,BHZ,p,,,15.51
gfz2013fqap,2013-03-21T22:09:26.280000Z,-0.823,123.889,10.0,4.28,MLv,,"Minahassa Peninsula, Sulawesi",36,2013-03-21T22:11:07.530000Z,TOLI2,GE,BHN,s,,,2013-03-21T22:10:23.760000Z,TOLI2,GE,BHZ,p,,,43.77
gfz2013fkbz,2013-03-18T16:02:05.540000Z,-10.001,123.717,48.8,4.03,mb,,Timor Region,23,2013-03-18T16:02:29.380000Z,SOEI,GE,BHE,s,,,2013-03-18T16:02:18.260000Z,SOEI,GE,BHZ,p,,,11.12
gfz2013fkbz,2013-03-18T16:02:05.540000Z,-10.001,123.717,48.8,4.03,mb,,Timor Region,23,2013-03-18T16:03:00.720000Z,MMRI,GE,BHN,s,,,2013-03-18T16:02:35.690000Z,MMRI,GE,BHZ,p,,,25.03
gfz2013dzkc,2013-02-26T14:06:03.710000Z,-7.19,107.171,138.2,5.18,mb,,"Java, Indonesia",181,2013-02-26T14:07:34.580000Z,UGM,GE,BHN,s,,,2013-02-26T14:06:56.160000Z,UGM,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,38.42
gfz2013dwus,2013-02-25T04:03:36.660000Z,-6.905,129.745,143.3,4.85,mb,,Banda Sea,16,2013-02-25T04:04:36.460000Z,SAUI,GE,BHZ,s,,,,,,,,,,
gfz2013dwus,2013-02-25T04:03:36.660000Z,-6.905,129.745,143.3,4.85,mb,,Banda Sea,16,2013-02-25T04:06:13.710000Z,SOEI,GE,BHE,s,,,2013-02-25T04:05:06.410000Z,SOEI,GE,BHZ,p,,,67.3
gfz2013dfav,2013-02-15T10:42:52.610000Z,-8.837,116.354,112.3,4.55,mb,,"Sumbawa Region, Indonesia",69,2013-02-15T10:43:55.370000Z,JAGI,GE,BHZ,s,,,2013-02-15T10:43:28.580000Z,JAGI,GE,BHZ,p,,,26.79
gfz2013cxen,2013-02-11T03:29:07.100000Z,1.453,99.665,179.2,4.66,mb,,"Northern Sumatra, Indonesia",32,2013-02-11T03:30:09.260000Z,BKNI,GE,BHE,s,,,2013-02-11T03:29:38.920000Z,BKNI,GE,BHZ,p,,,30.34
gfz2013cxen,2013-02-11T03:29:07.100000Z,1.453,99.665,179.2,4.66,mb,,"Northern Sumatra, Indonesia",32,2013-02-11T03:30:15.920000Z,GSI,GE,BHE,s,,,2013-02-11T03:29:46.910000Z,GSI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,29.01
gfz2013crnj,2013-02-08T01:07:56.590000Z,-9.032,110.134,85.0,4.41,mb,,"South of Java, Indonesia",48,2013-02-08T01:08:34.650000Z,UGM,GE,BHZ,s,,,2013-02-08T01:08:18.180000Z,UGM,GE,BHZ,p,,,16.47
gfz2013bzko,2013-01-29T03:16:37.960000Z,-0.063,123.043,135.3,4.92,mb,,"Minahassa Peninsula, Sulawesi",83,2013-01-29T03:17:16.510000Z,LUWI,GE,BHZ,s,,,2013-01-29T03:16:59.860000Z,LUWI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,16.65
gfz2013bzko,2013-01-29T03:16:37.960000Z,-0.063,123.043,135.3,4.92,mb,,"Minahassa Peninsula, Sulawesi",83,2013-01-29T03:17:48.700000Z,TOLI2,GE,BHZ,s,,,2013-01-29T03:17:17.460000Z,TOLI2,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,31.24
gfz2013avzn,2013-01-13T00:45:23.680000Z,-6.462,130.393,146.4,4.72,mb,,Banda Sea,26,2013-01-13T00:47:08.540000Z,FAKI,GE,BHN,s,,,2013-01-13T00:46:24.810000Z,FAKI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,43.73
gfz2013avzn,2013-01-13T00:45:23.680000Z,-6.462,130.393,146.4,4.72,mb,,Banda Sea,26,2013-01-13T00:48:18.900000Z,SOEI,GE,BHN,s,,,,,,,,,,
gfz2013aswl,2013-01-11T07:47:47.660000Z,-9.276,114.978,32.6,4.27,M,,"South of Bali, Indonesia",36,2013-01-11T07:48:21.800000Z,JAGI,GE,BHN,s,,,2013-01-11T07:48:06.660000Z,JAGI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,15.14
gfz2013aswl,2013-01-11T07:47:47.660000Z,-9.276,114.978,32.6,4.27,M,,"South of Bali, Indonesia",36,2013-01-11T07:49:47.810000Z,UGM,GE,BHN,s,,,2013-01-11T07:48:55.310000Z,UGM,GE,BHZ,p,,,52.5
gfz2013aruy,2013-01-10T17:53:21.340000Z,-6.536,129.933,124.4,4.51,mb,,Banda Sea,32,2013-01-10T17:54:23.260000Z,SAUI,GE,BHE,s,,,2013-01-10T17:53:55.570000Z,SAUI,GE,BHZ,p,,,27.69
gfz2013aruy,2013-01-10T17:53:21.340000Z,-6.536,129.933,124.4,4.51,mb,,Banda Sea,32,2013-01-10T17:56:05.550000Z,SOEI,GE,BHE,s,,,2013-01-10T17:54:53.960000Z,SOEI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,71.59
