event_id,origin_time,latitude,longitude,depth_km,magnitude,magnitude_type,event_type,event_region,arrivals_count,s_pick_time,s_pick_station,s_pick_network,s_pick_channel,s_pick_phase,s_pick_method,s_pick_time_uncertainty,p_pick_time,p_pick_station,p_pick_network,p_pick_channel,p_pick_phase,p_pick_method,p_pick_time_uncertainty,p_s_interval_sec
gfz2012uhbt,2012-10-15T11:33:40.630000Z,2.004,97.811,51.2,4.29,mb,,"Northern Sumatra, Indonesia",33,2012-10-15T11:34:06.860000Z,GSI,GE,BHE,s,,,2012-10-15T11:33:54.110000Z,GSI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,12.75
gfz2012uhbt,2012-10-15T11:33:40.630000Z,2.004,97.811,51.2,4.29,mb,,"Northern Sumatra, Indonesia",33,2012-10-15T11:35:08.360000Z,LHMI,GE,BHE,s,,,2012-10-15T11:34:30.340000Z,LHMI,GE,BHZ,p,,,38.02
gfz2012ugap,2012-10-14T21:49:25.870000Z,-9.378,124.177,74.6,4.58,mb,,Timor Region,26,2012-10-14T21:50:22.150000Z,MMRI,GE,BHE,s,,,2012-10-14T21:49:58.410000Z,MMRI,GE,BHZ,p,,,23.74
gfz2012rszr,2012-09-09T07:31:17.390000Z,0.704,123.919,256.7,4.22,mb,,"Minahassa Peninsula, Sulawesi",47,2012-09-09T07:32:33.800000Z,LUWI,GE,BHZ,s,,,2012-09-09T07:32:00.610000Z,LUWI,GE,BHZ,p,,,33.19
gfz2012rrwm,2012-09-08T16:46:29.300000Z,-0.043,124.587,11.7,4.36,mb,,Southern Molucca Sea,37,2012-09-08T16:47:33.590000Z,LUWI,GE,BHE,s,,,2012-09-08T16:47:09.790000Z,LUWI,GE,BHZ,pg,,,23.8
gfz2012rrwm,2012-09-08T16:46:29.300000Z,-0.043,124.587,11.7,4.36,mb,,Southern Molucca Sea,37,2012-09-08T16:47:51.430000Z,TNTI,GE,BHE,s,,,2012-09-08T16:47:23.170000Z,TNTI,GE,BHZ,pg,,,28.26
gfz2012rmao,2012-09-05T12:01:30.920000Z,-7.45,129.153,173.5,4.35,mb,,Banda Sea,31,2012-09-05T12:04:27.450000Z,MMRI,GE,BHN,s,,,,,,,,,,
gfz2012rkxm,2012-09-04T21:19:32.450000Z,-10.875,113.942,19.6,5.11,mb,,"South of Java, Indonesia",152,2012-09-04T21:20:38.060000Z,JAGI,GE,BHE,s,,,2012-09-04T21:20:10.010000Z,JAGI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,28.05
gfz2012rkse,2012-09-04T18:39:06.250000Z,4.875,96.027,10.6,4.61,mb,,"Northern Sumatra, Indonesia",22,2012-09-04T18:39:38.320000Z,LHMI,GE,BHE,s,,,2012-09-04T18:39:24.410000Z,LHMI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,13.91
gfz2012rjhn,2012-09-04T00:08:26.590000Z,-10.846,113.927,18.6,4.67,mb,,"South of Java, Indonesia",57,2012-09-04T00:09:32.280000Z,JAGI,GE,BHE,s,,,2012-09-04T00:09:04.510000Z,JAGI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,27.77
gfz2012rjfs,2012-09-03T23:13:17.410000Z,-10.835,113.836,32.8,4.24,M,,"South of Java, Indonesia",19,2012-09-03T23:14:23.050000Z,JAGI,GE,BHE,s,,,2012-09-03T23:13:53.590000Z,JAGI,GE,BHZ,p,,,29.46
gfz2012rbpj,2012-08-30T19:00:09.910000Z,-8.095,128.72,68.9,4.94,mb,,Timor Sea,97,2012-08-30T19:01:19.060000Z,SAUI,GE,BHE,s,,,2012-08-30T19:00:51.560000Z,SAUI,GE,BHZ,p,,,27.5
gfz2012rbpj,2012-08-30T19:00:09.910000Z,-8.095,128.72,68.9,4.94,mb,,Timor Sea,97,2012-08-30T19:02:13.670000Z,SOEI,GE,BHE,s,,,2012-08-30T19:01:19.060000Z,SOEI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,54.61
gfz2012rbpj,2012-08-30T19:00:09.910000Z,-8.095,128.72,68.9,4.94,mb,,Timor Sea,97,2012-08-30T19:02:54.090000Z,MMRI,GE,BHE,s,,,2012-08-30T19:01:42.060000Z,MMRI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,72.03
gfz2012rbpj,2012-08-30T19:00:09.910000Z,-8.095,128.72,68.9,4.94,mb,,Timor Sea,97,2012-08-30T19:02:59.060000Z,SANI,GE,BHE,s,,,2012-08-30T19:01:45.070000Z,SANI,GE,BHZ,p,,,73.99
gfz2012rbpj,2012-08-30T19:00:09.910000Z,-8.095,128.72,68.9,4.94,mb,,Timor Sea,97,2012-08-30T19:04:41.400000Z,PLAI,GE,BHE,s,,,2012-08-30T19:02:41.160000Z,PLAI,GE,BHZ,p,,,120.24
gfz2012rato,2012-08-30T07:59:49.590000Z,4.692,96.372,140.5,4.72,mb,,"Northern Sumatra, Indonesia",22,2012-08-30T08:00:30.130000Z,LHMI,GE,BHE,s,,,2012-08-30T08:00:12.010000Z,LHMI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,18.12
gfz2012rato,2012-08-30T07:59:49.590000Z,4.692,96.372,140.5,4.72,mb,,"Northern Sumatra, Indonesia",22,2012-08-30T08:01:27.760000Z,GSI,GE,BHN,s,,,2012-08-30T08:00:43.910000Z,GSI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,43.85
gfz2012qmyd,2012-08-22T18:24:23.800000Z,-3.818,127.577,38.0,4.73,mb,,"Seram, Indonesia",41,2012-08-22T18:26:23.710000Z,TNTI,GE,BHE,s,,,2012-08-22T18:25:31.890000Z,TNTI,GE,BHZ,p,,,51.82
gfz2012qetk,2012-08-18T06:55:40.460000Z,-9.387,114.193,35.5,4.89,mb,,"South of Bali, Indonesia",33,2012-08-18T06:56:09.400000Z,JAGI,GE,BHZ,s,,,2012-08-18T06:55:56.460000Z,JAGI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,12.94
gfz2012qetk,2012-08-18T06:55:40.460000Z,-9.387,114.193,35.5,4.89,mb,,"South of Bali, Indonesia",33,2012-08-18T06:57:14.880000Z,PLAI,GE,BHE,s,,,2012-08-18T06:56:34.180000Z,PLAI,GE,BHZ,p,,,40.7
gfz2012pnxz,2012-08-09T01:55:12.690000Z,-4.948,102.982,59.5,4.45,mb,,"Southern Sumatra, Indonesia",29,2012-08-09T01:55:35.690000Z,MNAI,GE,BHZ,s,,,2012-08-09T01:55:25.460000Z,MNAI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,10.23
gfz2012oeun,2012-07-20T20:24:19.980000Z,3.458,126.039,96.3,4.95,mb,,"Talaud Islands, Indonesia",116,2012-07-20T20:26:41.480000Z,TOLI2,GE,BHZ,s,,,2012-07-20T20:25:41.320000Z,TOLI2,GE,BHZ,p,,,60.16
gfz2012nver,2012-07-15T14:10:55.870000Z,-3.019,139.782,36.9,4.83,mb,,"Irian Jaya, Indonesia",36,2012-07-15T14:11:17.160000Z,GENI,GE,BHZ,s,,,2012-07-15T14:11:07.510000Z,GENI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/Trigger,,9.65
gfz2012nrpy,2012-07-13T15:20:24.120000Z,-3.451,100.328,40.5,4.55,mb,,"Southern Sumatra, Indonesia",19,2012-07-13T15:22:45.440000Z,GSI,GE,BHE,s,,,2012-07-13T15:21:42.710000Z,GSI,GE,BHZ,p,,,62.73
