event_id,origin_time,latitude,longitude,depth_km,magnitude,magnitude_type,event_type,event_region,arrivals_count,s_pick_time,s_pick_station,s_pick_network,s_pick_channel,s_pick_phase,s_pick_method,s_pick_time_uncertainty,p_pick_time,p_pick_station,p_pick_network,p_pick_channel,p_pick_phase,p_pick_method,p_pick_time_uncertainty,p_s_interval_sec
gfz2017frih,2017-03-22T15:11:00.820000Z,0.72,120.336,42.8,4.33,mb,,"Minahassa Peninsula, Sulawesi",33,2017-03-22T15:11:21.560000Z,TOLI2,GE,BHZ,s,,,2017-03-22T15:11:12.010000Z,TOLI2,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,9.55
gfz2017fdou,2017-03-15T02:34:03.130000Z,-9.227,110.009,73.4,4.69,mb,,"South of Java, Indonesia",49,2017-03-15T02:34:42.120000Z,UGM,GE,BHZ,s,,,2017-03-15T02:34:26.460000Z,UGM,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,15.66
gfz2017dovr,2017-02-20T19:27:43.530000Z,-8.251,118.552,11.5,4.43,mb,,"Sumbawa Region, Indonesia",32,2017-02-20T19:28:14.490000Z,PLAI,GE,BHZ,s,,,2017-02-20T19:28:02.010000Z,PLAI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,12.48
gfz2017ddhx,2017-02-14T12:00:19.320000Z,-8.894,120.408,122.5,4.46,mb,,"Flores Region, Indonesia",45,2017-02-14T12:01:15.340000Z,MMRI,GE,BHN,s,,,2017-02-14T12:00:51.170000Z,MMRI,GE,BHZ,p,,,24.17
gfz2017ddhx,2017-02-14T12:00:19.320000Z,-8.894,120.408,122.5,4.46,mb,,"Flores Region, Indonesia",45,2017-02-14T12:01:33.780000Z,PLAI,GE,BHN,s,,,2017-02-14T12:01:01.610000Z,PLAI,GE,BHZ,p,,,32.17
gfz2017ddhx,2017-02-14T12:00:19.320000Z,-8.894,120.408,122.5,4.46,mb,,"Flores Region, Indonesia",45,2017-02-14T12:02:54.460000Z,JAGI,GE,BHN,s,,,2017-02-14T12:01:47.140000Z,JAGI,GE,BHZ,p,,,67.32
gfz2017dbex,2017-02-13T08:12:46.770000Z,-7.839,108.248,88.9,5.04,mb,,"Java, Indonesia",111,2017-02-13T08:13:15.230000Z,BBJI,GE,BHZ,s,,,2017-02-13T08:13:03.360000Z,BBJI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,11.87
gfz2017culr,2017-02-09T15:40:57.850000Z,-8.687,118.296,131.1,4.4,mb,,"Sumbawa Region, Indonesia",34,2017-02-09T15:41:32.430000Z,PLAI,GE,BHZ,s,,,2017-02-09T15:41:18.360000Z,PLAI,GE,BHZ,p,,,14.07
gfz2017cdvt,2017-01-31T13:27:56.120000Z,-1.226,121.929,40.5,4.46,mb,,"Sulawesi, Indonesia",24,2017-01-31T13:28:24.060000Z,LUWI,GE,BHZ,s,,,2017-01-31T13:28:11.460000Z,LUWI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,12.6
gfz2017bxmp,2017-01-28T02:01:14.650000Z,-5.991,130.854,123.1,4.5,mb,,Banda Sea,36,2017-01-28T02:02:10.360000Z,BNDI,GE,BHZ,s,,,2017-01-28T02:01:45.060000Z,BNDI,GE,BHZ,p,,,25.3
gfz2017ayqr,2017-01-14T11:41:17.300000Z,1.29,126.413,18.2,5.35,Mw,,Northern Molucca Sea,253,2017-01-14T11:41:50.460000Z,TNTI,GE,BHE,s,,,2017-01-14T11:41:37.010000Z,TNTI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,13.45
