event_id,origin_time,latitude,longitude,depth_km,magnitude,magnitude_type,event_type,event_region,arrivals_count,s_pick_time,s_pick_station,s_pick_network,s_pick_channel,s_pick_phase,s_pick_method,s_pick_time_uncertainty,p_pick_time,p_pick_station,p_pick_network,p_pick_channel,p_pick_phase,p_pick_method,p_pick_time_uncertainty,p_s_interval_sec
gfz2018lwgs,2018-06-18T17:16:58.470000Z,4.688,128.296,10.0,4.53,mb,,"North of Halmahera, Indonesia",36,2018-06-18T17:18:47.200000Z,TNTI,GE,BHE,s,,,2018-06-18T17:18:01.260000Z,TNTI,GE,BHZ,p,,,45.94
gfz2018iouz,2018-05-02T22:47:48.360000Z,-6.414,111.106,9.0,4.23,mb,,"Java, Indonesia",25,2018-05-02T22:48:17.900000Z,SMRI,GE,BHE,s,,,2018-05-02T22:48:04.160000Z,SMRI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,13.74
gfz2018iouz,2018-05-02T22:47:48.360000Z,-6.414,111.106,9.0,4.23,mb,,"Java, Indonesia",25,2018-05-02T22:48:36.710000Z,UGM,GE,BHE,s,,,2018-05-02T22:48:15.910000Z,UGM,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,20.8
gfz2018ioof,2018-05-02T19:21:48.100000Z,-1.9,115.821,10.1,4.5,mb,,Borneo,30,2018-05-02T19:22:32.530000Z,BKB,GE,BHN,s,,,2018-05-02T19:22:12.510000Z,BKB,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,20.02
gfz2018icix,2018-04-26T03:04:04.080000Z,-9.506,112.551,65.8,4.64,mb,,"South of Java, Indonesia",38,2018-04-26T03:06:45.040000Z,SOEI,GE,BHZ,s,,,,,,,,,,
gfz2018hode,2018-04-18T08:15:32.190000Z,-9.754,124.605,38.7,4.75,mb,,Timor Region,32,2018-04-18T08:15:49.060000Z,SOEI,GE,BHN,s,,,2018-04-18T08:15:41.760000Z,SOEI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,7.3
gfz2018hmsw,2018-04-17T13:55:07.530000Z,-5.361,102.387,35.2,4.74,mb,,"Southern Sumatra, Indonesia",39,2018-04-17T13:57:03.320000Z,GSI,GE,BHZ,s,,,,,,,,,,
gfz2018hmsw,2018-04-17T13:55:07.530000Z,-5.361,102.387,35.2,4.74,mb,,"Southern Sumatra, Indonesia",39,2018-04-17T13:57:08.120000Z,UGM,GE,BHZ,s,,,,,,,,,,
gfz2018hcuv,2018-04-12T03:32:52.270000Z,-8.786,111.226,103.6,4.52,mb,,"Java, Indonesia",45,2018-04-12T03:33:30.600000Z,UGM,GE,BHN,s,,,2018-04-12T03:33:14.710000Z,UGM,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,15.89
gfz2018hcuv,2018-04-12T03:32:52.270000Z,-8.786,111.226,103.6,4.52,mb,,"Java, Indonesia",45,2018-04-12T03:33:49.570000Z,SMRI,GE,BHE,s,,,2018-04-12T03:33:24.360000Z,SMRI,GE,BHZ,p,,,25.21
