event_id,origin_time,latitude,longitude,depth_km,magnitude,magnitude_type,event_type,event_region,arrivals_count,s_pick_time,s_pick_station,s_pick_network,s_pick_channel,s_pick_phase,s_pick_method,s_pick_time_uncertainty,p_pick_time,p_pick_station,p_pick_network,p_pick_channel,p_pick_phase,p_pick_method,p_pick_time_uncertainty,p_s_interval_sec
gfz2010kolf,2010-05-31T07:14:29.740000Z,-6.837,129.768,162.0,4.51,mb,,Banda Sea,48,2010-05-31T07:15:31.730000Z,SAUI,GE,BHZ,s,,,2010-05-31T07:15:06.710000Z,SAUI,GE,BHZ,p,,,25.02
gfz2010kolf,2010-05-31T07:14:29.740000Z,-6.837,129.768,162.0,4.51,mb,,Banda Sea,48,2010-05-31T07:16:29.170000Z,FAKI,GE,BHZ,s,,,2010-05-31T07:15:36.970000Z,FAKI,GE,BHZ,p,,,52.2
gfz2010kolf,2010-05-31T07:14:29.740000Z,-6.837,129.768,162.0,4.51,mb,,Banda Sea,48,2010-05-31T07:17:07.380000Z,SOEI,GE,BHZ,s,,,2010-05-31T07:15:58.410000Z,SOEI,GE,BHZ,p,,,68.97
gfz2010ghiq,2010-03-31T10:54:01.810000Z,-6.435,130.3,141.5,4.62,mb,,Banda Sea,94,2010-03-31T10:55:01.980000Z,SAUI,GE,BHE,s,,,2010-03-31T10:54:36.390000Z,SAUI,GE,BHZ,p,,,25.59
gfz2010ghiq,2010-03-31T10:54:01.810000Z,-6.435,130.3,141.5,4.62,mb,,Banda Sea,94,2010-03-31T10:55:03.350000Z,BNDI,GE,BHE,s,,,2010-03-31T10:54:36.750000Z,BNDI,GE,BHZ,p,,,26.6
gfz2010ghiq,2010-03-31T10:54:01.810000Z,-6.435,130.3,141.5,4.62,mb,,Banda Sea,94,2010-03-31T10:55:44.790000Z,FAKI,GE,BHE,s,,,2010-03-31T10:55:00.990000Z,FAKI,GE,BHZ,p,,,43.8
gfz2010ghiq,2010-03-31T10:54:01.810000Z,-6.435,130.3,141.5,4.62,mb,,Banda Sea,94,2010-03-31T10:56:38.000000Z,SANI,GE,BHE,s,,,2010-03-31T10:55:30.910000Z,SANI,GE,BHZ,p,,,67.09
gfz2010ghiq,2010-03-31T10:54:01.810000Z,-6.435,130.3,141.5,4.62,mb,,Banda Sea,94,2010-03-31T10:56:55.550000Z,SOEI,GE,BHN,s,,,2010-03-31T10:55:40.800000Z,SOEI,GE,BHZ,p,,,74.75
gfz2010gdlm,2010-03-29T07:45:54.170000Z,-6.716,130.289,193.0,4.53,mb,,Banda Sea,36,2010-03-29T07:47:48.680000Z,FAKI,GE,BHZ,s,,,2010-03-29T07:46:59.810000Z,FAKI,GE,BHZ,p,,,48.87
gfz2010fnia,2010-03-20T11:42:28.600000Z,-8.329,109.033,53.2,4.45,mb,,"Java, Indonesia",46,2010-03-20T11:43:11.050000Z,UGM,GE,BHZ,s,,,2010-03-20T11:42:53.410000Z,UGM,GE,BHZ,p,,,17.64
