epoch,train_loss,val_loss
1,1.0652858,1.1381782
2,1.0495181,1.1300995
3,1.0350007,1.1225417
4,1.0217983,1.1148596
5,1.0093756,1.106341
6,0.9976899,1.0967427
7,0.9868925,1.08648
8,0.97704273,1.0761272
9,0.9672306,1.0663393
10,0.9574723,1.0574002
11,0.9471932,1.0494281
12,0.9366272,1.0425354
13,0.9257393,1.0365723
14,0.9148043,1.0313135
15,0.9037971,1.0269568
16,0.89280486,1.0229546
17,0.8817871,1.0195283
18,0.87075967,1.0164692
19,0.8599811,1.0135419
20,0.8490128,1.0111263
21,0.8383936,1.0086985
22,0.8278456,1.0064503
23,0.81760913,1.004494
24,0.80738974,1.0027201
25,0.7971979,1.0011141
26,0.7878046,0.999656
27,0.7789676,0.9978887
28,0.77195096,0.99608964
29,0.7664339,0.9947796
30,0.7625038,0.99442184
31,0.76044697,0.9947814
32,0.759705,0.9963166
33,0.7593004,0.9983736
34,0.7597013,0.99980265
35,0.75960827,1.0013397
36,0.7598178,1.0026016
37,0.7602493,1.0037888
38,0.76048565,1.0050846
39,0.7610235,1.0062253
40,0.76159114,1.0075157
41,0.76213413,1.0085895
42,0.7626861,1.0098268
43,0.7632932,1.0108453
44,0.76379246,1.0120349
45,0.76488596,1.0133034
46,0.76590234,1.014509
47,0.7668019,1.0153949
48,0.76767397,1.015892
49,0.7683721,1.0165739
50,0.7687486,1.016969
51,0.7698391,1.0172516
52,0.7698342,1.0176575
53,0.77066344,1.018031
54,0.7714984,1.0183299
55,0.7713385,1.0188913
56,0.7724406,1.0192506
57,0.7729773,1.019683
58,0.7740113,1.0200131
59,0.77475476,1.0203874
60,0.7768674,1.0206766
61,0.7782218,1.0209601
62,0.77706426,1.021047
63,0.77619576,1.0212373
64,0.77762777,1.021668
65,0.779485,1.0222499
66,0.78155994,1.0227004
67,0.7829961,1.0230278
68,0.7839577,1.0234139
69,0.78469324,1.0236892
70,0.78501445,1.0239934
71,0.78596497,1.0242065
72,0.7857187,1.0244477
73,0.7857995,1.0247467
74,0.7858822,1.0249999
75,0.7856571,1.0252964
76,0.7864031,1.0255265
77,0.7860322,1.0257173
78,0.78620774,1.0259038
79,0.78642184,1.0260274
80,0.7865018,1.0261347
81,0.78629714,1.0261815
82,0.786426,1.0262777
83,0.786557,1.0263085
84,0.7867984,1.0263383
85,0.78693956,1.0263504
86,0.7869051,1.0263627
87,0.78655195,1.0264122
88,0.78690934,1.0264406
89,0.78675145,1.0264668
90,0.7866132,1.0264468
91,0.7864044,1.0264561
92,0.7864161,1.026442
93,0.78669053,1.026499
94,0.78653574,1.0265443
95,0.78662306,1.0265754
96,0.7867828,1.0266004
97,0.7863197,1.0266372
98,0.7867973,1.0266511
99,0.7865557,1.0266756
100,0.78615975,1.0266699
101,0.78643084,1.0266795
102,0.7865861,1.0266705
103,0.78686714,1.0266603
104,0.78657943,1.0266612
105,0.78695005,1.0266565
106,0.786505,1.0266402
107,0.7869901,1.0266249
108,0.78675747,1.0265888
109,0.787021,1.0265684
110,0.7868302,1.02655
111,0.78651875,1.0265747
112,0.78698677,1.0265973
113,0.78706056,1.0266316
114,0.78668433,1.0266412
115,0.7865711,1.0265548
116,0.7863664,1.0264509
117,0.7864955,1.0264132
118,0.7865668,1.0264188
119,0.78673834,1.0264761
120,0.78639,1.0265113
121,0.78711456,1.0265703
122,0.78703207,1.0265179
123,0.7866892,1.0264592
124,0.7869174,1.0264325
125,0.78724915,1.0264391
126,0.78716666,1.0264
127,0.7879216,1.0264181
128,0.7883869,1.0264084
129,0.78864145,1.0263839
130,0.78904176,1.0263548
131,0.7893631,1.0263807
132,0.78896874,1.026397
133,0.78806823,1.0263617
134,0.78785634,1.0264131
135,0.78762823,1.026408
136,0.78747845,1.0263648
137,0.78769904,1.026296
138,0.7880066,1.0262654
139,0.7888898,1.0262825
140,0.7890915,1.0262433
141,0.7898009,1.0262427
142,0.78837186,1.0262535
143,0.78791976,1.026215
144,0.787154,1.0262377
145,0.78666615,1.0262305
146,0.78647536,1.0262898
147,0.78641695,1.0263773
148,0.78613204,1.0264055
149,0.786305,1.0264907
150,0.785871,1.0265498
151,0.7858327,1.0265125
152,0.7855683,1.0265179
153,0.78552914,1.0265014
154,0.78588253,1.0264897
155,0.785387,1.0264988
156,0.7854695,1.0264207
157,0.78568476,1.0263201
158,0.7857266,1.0263367
159,0.7859246,1.0262625
160,0.78603524,1.0262185
161,0.7868988,1.0260485
162,0.78917474,1.0259593
163,0.7905186,1.0259259
164,0.7907834,1.0259846
165,0.79027134,1.0259355
166,0.78931665,1.025842
167,0.788716,1.0257555
168,0.788007,1.0256917
169,0.7881865,1.0256478
170,0.7876032,1.0256784
171,0.78779006,1.0257328
172,0.78873605,1.0257727
173,0.7900426,1.0257465
174,0.79209393,1.025753
175,0.7938528,1.0257368
176,0.7954795,1.0257448
177,0.796154,1.0257332
178,0.7964721,1.025755
179,0.7966299,1.0257235
180,0.79751307,1.025672
181,0.7981445,1.0256199
182,0.79820824,1.0256062
183,0.79846555,1.0256279
184,0.7986841,1.0256159
185,0.7988437,1.0255661
186,0.7995088,1.025352
187,0.8000071,1.0252007
188,0.8002233,1.0250638
189,0.80074835,1.0248817
190,0.8010437,1.0247328
191,0.80181,1.0244929
192,0.8018407,1.0242269
193,0.8027959,1.0238689
194,0.80283993,1.0235114
195,0.80314183,1.0231985
196,0.803128,1.0228381
197,0.802977,1.0224524
198,0.80283815,1.0221517
199,0.80307704,1.021766
200,0.8035403,1.0213859
