epoch,train_loss,val_loss
1,12.126087,12.200289
2,12.062413,12.132095
3,12.006465,12.069625
4,11.955187,12.011675
5,11.90705,11.957285
6,11.86131,11.9059
7,11.817305,11.85708
8,11.774891,11.81048
9,11.733782,11.765782
10,11.69384,11.722777
11,11.655046,11.681259
12,11.617168,11.641111
13,11.580291,11.602181
14,11.544235,11.564305
15,11.509032,11.52746
16,11.474572,11.491549
17,11.440796,11.456526
18,11.407852,11.422306
19,11.375499,11.3888645
20,11.343815,11.356142
21,11.312716,11.32411
22,11.282264,11.292729
23,11.252377,11.261961
24,11.223003,11.231777
25,11.194264,11.20212
26,11.165984,11.173011
27,11.138218,11.144441
28,11.11096,11.116409
29,11.084179,11.088923
30,11.057893,11.061973
31,11.032016,11.035517
32,11.006647,11.009572
33,10.981706,10.984087
34,10.957177,10.959084
35,10.933075,10.934538
36,10.909346,10.91044
37,10.886021,10.886784
38,10.863133,10.863543
39,10.8405905,10.8407135
40,10.818431,10.818295
41,10.796661,10.79629
42,10.775267,10.774666
43,10.754179,10.753422
44,10.7335005,10.732546
45,10.713063,10.71204
46,10.693083,10.691894
47,10.673396,10.672082
48,10.654007,10.652627
49,10.634981,10.6335125
50,10.616222,10.614729
51,10.597813,10.596269
52,10.579685,10.578133
53,10.561848,10.560295
54,10.544325,10.542758
55,10.527058,10.525522
56,10.51012,10.50858
57,10.493389,10.491899
58,10.477055,10.475508
59,10.460881,10.459364
60,10.445045,10.443483
61,10.429433,10.427868
62,10.41411,10.412534
63,10.399014,10.397453
64,10.384166,10.3826275
65,10.369639,10.368069
66,10.355276,10.35376
67,10.341155,10.339682
68,10.327312,10.325864
69,10.313679,10.312285
70,10.300243,10.298927
71,10.287102,10.285807
72,10.274174,10.272917
73,10.261448,10.260256
74,10.248947,10.247804
75,10.236598,10.235571
76,10.224519,10.223551
77,10.212627,10.211737
78,10.200948,10.20013
79,10.189507,10.188723
80,10.178199,10.177509
81,10.167125,10.166494
82,10.156233,10.155664
83,10.145495,10.145029
84,10.134978,10.134577
85,10.124649,10.12431
86,10.114454,10.1142235
87,10.104458,10.104309
88,10.094647,10.094568
89,10.084996,10.084997
90,10.075529,10.075593
91,10.066196,10.066361
92,10.057051,10.057289
93,10.048031,10.048384
94,10.039209,10.039636
95,10.030552,10.03105
96,10.022001,10.022621
97,10.013619,10.014342
98,10.005387,10.006206
99,9.997326,9.998221
100,9.989398,9.99038
101,9.981573,9.982672
102,9.973937,9.97511
103,9.966444,9.967684
104,9.959016,9.96039
105,9.95181,9.953228
106,9.94461,9.946199
107,9.937648,9.939295
108,9.930815,9.932518
109,9.924038,9.925868
110,9.917461,9.919339
111,9.910921,9.912927
112,9.904549,9.906635
113,9.898347,9.900457
114,9.892125,9.894396
115,9.886122,9.888445
116,9.880183,9.882605
117,9.874376,9.876874
118,9.868656,9.871252
119,9.863096,9.865732
120,9.857541,9.860314
121,9.852172,9.854999
122,9.8468685,9.84978
123,9.841689,9.84466
124,9.836563,9.839637
125,9.831552,9.834706
126,9.826602,9.82987
127,9.821797,9.825127
128,9.817082,9.820473
129,9.812454,9.815905
130,9.807875,9.811424
131,9.803388,9.807028
132,9.799046,9.802712
133,9.794682,9.798479
134,9.790492,9.794322
135,9.786328,9.790251
136,9.782273,9.786258
137,9.77825,9.782336
138,9.774338,9.778489
139,9.7705145,9.774719
140,9.766726,9.77102
141,9.763045,9.767399
142,9.7594,9.76384
143,9.755857,9.760345
144,9.752377,9.75692
145,9.748888,9.753567
146,9.745533,9.7502775
147,9.742242,9.747048
148,9.739033,9.743886
149,9.7358265,9.740777
150,9.732723,9.737729
151,9.729656,9.734747
152,9.726656,9.731824
153,9.723758,9.728949
154,9.720848,9.726132
155,9.7180395,9.723367
156,9.715248,9.720655
157,9.712533,9.718
158,9.709865,9.715397
159,9.707256,9.712845
160,9.704677,9.710346
161,9.702163,9.707897
162,9.699665,9.705486
163,9.69729,9.703125
164,9.694888,9.700822
165,9.692567,9.698552
166,9.690282,9.696327
167,9.688051,9.694153
168,9.685843,9.692007
169,9.683679,9.689915
170,9.68159,9.687855
171,9.679498,9.685841
172,9.677494,9.683859
173,9.675471,9.681921
174,9.673538,9.680014
175,9.671622,9.678157
176,9.669745,9.67633
177,9.667902,9.674547
178,9.666085,9.672785
179,9.66431,9.671068
180,9.662547,9.669386
181,9.660882,9.667734
182,9.659201,9.666124
183,9.657558,9.664544
184,9.655941,9.66298
185,9.6543865,9.661442
186,9.652837,9.659956
187,9.651295,9.658487
188,9.649834,9.657068
189,9.648402,9.655656
190,9.646901,9.654279
191,9.645517,9.652923
192,9.644195,9.651602
193,9.6428175,9.650303
194,9.641491,9.649027
195,9.640174,9.647783
196,9.63894,9.646547
197,9.637658,9.645361
198,9.636456,9.644178
199,9.63528,9.643023
200,9.634096,9.64189
