filename,network,station,channel,trace_id,start_time,end_time,duration,sampling_rate,samples
GE.UGM.BH.gfz2009boyf.mseed,GE,UGM,BHZ,GE.UGM..BHZ,2009-01-23T10:01:47.619538,2009-01-23T10:06:48.419538,300.8,100.0,30081
GE.PLAI.SL.gfz2012xqdd.mseed,GE,PLAI,SLE,GE.PLAI..SLE,2012-12-02T03:05:11.628393,2012-12-02T03:10:12.438393,300.81,100.0,30082
GE.PLAI.SL.gfz2012xqdd.mseed,GE,PLAI,SLN,GE.PLAI..SLN,2012-12-02T03:05:11.628393,2012-12-02T03:10:12.438393,300.81,100.0,30082
GE.PLAI.SL.gfz2012xqdd.mseed,GE,PLAI,SLZ,GE.PLAI..SLZ,2012-12-02T03:05:11.628393,2012-12-02T03:10:12.438393,300.81,100.0,30082
GE.SANI.BH.gfz2013vbev.mseed,GE,SANI,BHE,GE.SANI..BHE,2013-10-27T11:49:24.619536,2013-10-27T11:54:25.409536,300.79,100.0,30080
GE.SANI.BH.gfz2013vbev.mseed,GE,SANI,BHN,GE.SANI..BHN,2013-10-27T11:49:24.619538,2013-10-27T11:54:25.419538,300.8,100.0,30081
GE.SANI.BH.gfz2013vbev.mseed,GE,SANI,BHZ,GE.SANI..BHZ,2013-10-27T11:49:24.619538,2013-10-27T11:54:25.419538,300.8,100.0,30081
GE.TOLI2.BH.gfz2018ankr.mseed,GE,TOLI2,BHE,GE.TOLI2..BHE,2018-01-08T08:09:15.169538,2018-01-08T08:14:15.959538,300.79,100.0,30080
GE.TOLI2.BH.gfz2018ankr.mseed,GE,TOLI2,BHN,GE.TOLI2..BHN,2018-01-08T08:09:15.169538,2018-01-08T08:14:15.959538,300.79,100.0,30080
GE.TOLI2.BH.gfz2018ankr.mseed,GE,TOLI2,BHZ,GE.TOLI2..BHZ,2018-01-08T08:09:15.169538,2018-01-08T08:14:15.959538,300.79,100.0,30080
GE.LUWI.SH.gfz2024hdte.mseed,GE,LUWI,SHE,GE.LUWI..SHE,2024-04-11T15:51:33.428393,2024-04-11T15:56:34.228393,300.8,100.0,30081
GE.LUWI.SH.gfz2024hdte.mseed,GE,LUWI,SHN,GE.LUWI..SHN,2024-04-11T15:51:33.428393,2024-04-11T15:56:34.228393,300.8,100.0,30081
GE.LUWI.SH.gfz2024hdte.mseed,GE,LUWI,SHZ,GE.LUWI..SHZ,2024-04-11T15:51:33.428393,2024-04-11T15:56:34.228393,300.8,100.0,30081
GE.TNTI.BL.gfz2018lwgs.mseed,GE,TNTI,BLE,GE.TNTI..BLE,2018-06-18T17:17:31.269538,2018-06-18T17:22:32.059538,300.79,100.0,30080
GE.TNTI.BL.gfz2018lwgs.mseed,GE,TNTI,BLN,GE.TNTI..BLN,2018-06-18T17:17:31.269538,2018-06-18T17:22:32.059538,300.79,100.0,30080
