epoch,train_loss,val_loss
1,12.1297,
2,12.086314,
3,12.060989,
4,12.045593,
5,12.036141,
6,12.030315,
7,12.026535,
8,12.02422,
9,12.022808,
10,12.021842,
11,12.021269,
12,12.02087,
13,12.020631,
14,12.020471,
15,12.020392,
16,12.020335,
17,12.020275,
18,12.020248,
19,12.020186,
20,12.020223,
21,12.020187,
22,12.020157,
23,12.020258,
24,12.020256,
25,12.0202675,
26,12.020191,
27,12.020176,
28,12.020255,
29,12.020259,
30,12.02035,
31,12.020313,
32,12.02029,
33,12.020232,
34,12.02022,
35,12.02033,
36,12.020142,
37,12.020246,
38,12.020205,
39,12.020244,
40,12.020194,
41,12.020364,
42,12.020228,
43,12.020296,
44,12.020214,
45,12.020228,
46,12.020279,
47,12.020232,
48,12.020206,
49,12.020287,
50,12.02017,
51,12.020221,
52,12.020259,
53,12.020255,
54,12.020278,
55,12.020246,
56,12.020262,
57,12.020244,
58,12.020225,
59,12.0202875,
60,12.020252,
61,12.020246,
62,12.020266,
63,12.020213,
64,12.020238,
65,12.02024,
66,12.02017,
67,12.020192,
68,12.020231,
69,12.020294,
70,12.020293,
71,12.020254,
72,12.0202465,
73,12.020237,
74,12.020246,
75,12.020213,
76,12.020252,
77,12.02019,
78,12.0202,
79,12.020179,
80,12.020216,
81,12.02028,
82,12.020233,
83,12.020211,
84,12.020241,
85,12.020255,
86,12.020199,
87,12.020222,
88,12.020207,
89,12.020173,
90,12.020215,
91,12.020246,
92,12.020268,
93,12.020188,
94,12.020219,
95,12.020316,
96,12.020212,
97,12.020257,
98,12.02029,
99,12.020183,
100,12.020297,
101,12.020257,
102,12.020284,
103,12.020209,
104,12.020263,
105,12.0202675,
106,12.020247,
107,12.020187,
108,12.020218,
109,12.020275,
110,12.020201,
111,12.02019,
112,12.020221,
113,12.020226,
114,12.020183,
115,12.020214,
116,12.020273,
117,12.020248,
118,12.02026,
119,12.020207,
120,12.020168,
121,12.020207,
122,12.020237,
123,12.020184,
124,12.020181,
125,12.0202,
126,12.020266,
127,12.020228,
128,12.020262,
129,12.020268,
130,12.020258,
131,12.0202875,
132,12.020161,
133,12.02023,
134,12.0202675,
135,12.020245,
136,12.02025,
137,12.020206,
138,12.020228,
139,12.020229,
140,12.020174,
141,12.02028,
142,12.020244,
143,12.020242,
144,12.020175,
145,12.020229,
146,12.020169,
147,12.020148,
148,12.020235,
149,12.020211,
150,12.020281,
151,12.020229,
152,12.020155,
153,12.020237,
154,12.020245,
155,12.020157,
156,12.020224,
157,12.020225,
158,12.020196,
159,12.020268,
160,12.020176,
161,12.020268,
162,12.020293,
163,12.020255,
164,12.020242,
165,12.02016,
166,12.02027,
167,12.020199,
168,12.020261,
169,12.020262,
170,12.02025,
171,12.020211,
172,12.02029,
173,12.020206,
174,12.020159,
175,12.020229,
176,12.02026,
177,12.020292,
178,12.020253,
179,12.02023,
180,12.020203,
181,12.02026,
182,12.020238,
183,12.020211,
184,12.020297,
185,12.020243,
186,12.0201845,
187,12.020244,
188,12.02032,
189,12.020294,
190,12.020173,
191,12.020307,
192,12.020136,
193,12.020228,
194,12.020252,
195,12.020218,
196,12.020224,
197,12.020268,
198,12.020205,
199,12.020246,
200,12.020279,
